;;;;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht;Geschlecht
Kategorie;Kategorie;Kategorie;Kategorie;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Ohne Angabe;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
Jahr;Fahrzeug;Ortslage;Schwere der Verletzung;unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 21 Jahre;21 bis unter 25 Jahre;25 bis unter 35 Jahre;35 bis unter 45 Jahre;45 bis unter 55 Jahre;55 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;Alter unbekannt;Insgesamt;unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 21 Jahre;21 bis unter 25 Jahre;25 bis unter 35 Jahre;35 bis unter 45 Jahre;45 bis unter 55 Jahre;55 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;Alter unbekannt;Insgesamt;unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 21 Jahre;21 bis unter 25 Jahre;25 bis unter 35 Jahre;35 bis unter 45 Jahre;45 bis unter 55 Jahre;55 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;Alter unbekannt;Insgesamt;unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 21 Jahre;21 bis unter 25 Jahre;25 bis unter 35 Jahre;35 bis unter 45 Jahre;45 bis unter 55 Jahre;55 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;Alter unbekannt;Insgesamt
2010;Fahrrad;innerorts;Insgesamt;5873;2093;1408;1871;4677;5126;5510;3486;3355;1811;87;35297;3093;1443;1175;1528;3053;2814;3628;2829;2710;1554;40;23867;-;-;-;1;-;-;-;-;-;-;88;89;8966;3536;2583;3400;7730;7940;9138;6315;6065;3365;215;59253
2010;Fahrrad;außerorts (ohne Autobahnen);Getötete;5;4;1;1;9;12;15;16;40;25;-;128;1;1;2;-;-;2;5;4;8;6;-;29;-;-;-;-;-;-;-;-;-;-;-;-;6;5;3;1;9;14;20;20;48;31;-;157
2010;Fahrrad;außerorts (ohne Autobahnen);Schwerverletzte;104;47;39;48;98;246;325;228;219;108;1;1463;42;34;17;17;47;71;116;131;103;46;-;624;-;-;-;-;-;-;-;-;-;-;-;-;146;81;56;65;145;317;441;359;322;154;1;2087
2010;Fahrrad;außerorts (ohne Autobahnen);Leichtverletzte;273;184;118;122;293;437;584;375;331;135;4;2856;143;90;48;39;102;160;236;163;153;66;1;1201;-;-;-;-;-;-;-;-;-;-;4;4;416;274;166;161;395;597;820;538;484;201;9;4061
2010;Fahrrad;außerorts (ohne Autobahnen);Insgesamt;382;235;158;171;400;695;924;619;590;268;5;4447;186;125;67;56;149;233;357;298;264;118;1;1854;-;-;-;-;-;-;-;-;-;-;4;4;568;360;225;227;549;928;1281;917;854;386;10;6305
2010;Fahrrad;auf Autobahnen;Getötete;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
2010;Fahrrad;auf Autobahnen;Schwerverletzte;-;-;1;-;1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;3
2010;Fahrrad;auf Autobahnen;Leichtverletzte;-;2;-;1;3;-;1;1;-;-;-;8;-;-;-;-;-;1;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;3;1;1;3;-;-;-;11
2010;Fahrrad;auf Autobahnen;Insgesamt;-;2;1;1;4;-;1;1;1;-;-;11;-;-;-;-;-;2;-;2;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;4;2;1;3;1;-;-;15
2010;Fahrrad;Insgesamt;Getötete;13;6;2;6;17;18;24;37;82;65;-;270;7;3;3;1;4;5;22;16;23;27;-;111;-;-;-;-;-;-;-;-;-;-;-;-;20;9;5;7;21;23;46;53;105;92;-;381
2010;Fahrrad;Insgesamt;Schwerverletzte;918;346;222;291;697;1076;1338;961;1001;617;5;7472;414;208;143;163;388;487;755;735;827;548;2;4670;-;-;-;-;-;-;-;-;-;-;1;1;1332;554;365;454;1085;1563;2093;1696;1828;1165;8;12143
2010;Fahrrad;Insgesamt;Leichtverletzte;5324;1978;1343;1746;4367;4727;5073;3108;2863;1397;87;32013;2858;1357;1096;1420;2810;2557;3208;2378;2124;1097;39;20944;-;-;-;1;-;-;-;-;-;-;91;92;8182;3335;2439;3167;7177;7284;8281;5486;4987;2494;217;53049
2010;Fahrrad;Insgesamt;Insgesamt;6255;2330;1567;2043;5081;5821;6435;4106;3946;2079;92;39755;3279;1568;1242;1584;3202;3049;3985;3129;2974;1672;41;25725;-;-;-;1;-;-;-;-;-;-;92;93;9534;3898;2809;3628;8283;8870;10420;7235;6920;3751;225;65573
2010;Pedelecs;innerorts;Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;innerorts;Schwerverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;innerorts;Leichtverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;innerorts;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;außerorts (ohne Autobahnen);Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;außerorts (ohne Autobahnen);Schwerverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;außerorts (ohne Autobahnen);Leichtverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;außerorts (ohne Autobahnen);Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;auf Autobahnen;Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;auf Autobahnen;Schwerverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;auf Autobahnen;Leichtverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;auf Autobahnen;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;Insgesamt;Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;Insgesamt;Schwerverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;Insgesamt;Leichtverletzte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Pedelecs;Insgesamt;Insgesamt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Andere Fahrzeuge;innerorts;Getötete;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
2010;Andere Fahrzeuge;innerorts;Schwerverletzte;8;6;3;6;7;8;8;11;15;11;-;83;7;-;3;2;4;4;10;11;20;32;-;93;-;-;-;-;-;-;-;-;-;-;-;-;15;6;6;8;11;12;18;22;35;43;-;176
2010;Andere Fahrzeuge;innerorts;Leichtverletzte;41;10;13;27;66;110;130;64;59;54;3;577;57;17;31;24;69;73;93;65;88;80;4;601;-;-;-;-;-;-;-;-;-;-;8;8;98;27;44;51;135;183;223;129;147;134;15;1186
2010;Andere Fahrzeuge;innerorts;Insgesamt;49;16;16;33;73;118;139;75;74;66;3;662;64;17;34;26;73;77;103;76;108;112;4;694;-;-;-;-;-;-;-;-;-;-;8;8;113;33;50;59;146;195;242;151;182;178;15;1364
2010;Andere Fahrzeuge;außerorts (ohne Autobahnen);Getötete;-;-;-;-;-;1;1;1;1;1;-;5;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;-;6
2010;Andere Fahrzeuge;außerorts (ohne Autobahnen);Schwerverletzte;2;1;1;1;1;3;6;5;7;5;-;32;2;-;-;-;1;-;4;2;4;5;-;18;-;-;-;-;-;-;-;-;-;-;-;-;4;1;1;1;2;3;10;7;11;10;-;50
2010;Andere Fahrzeuge;außerorts (ohne Autobahnen);Leichtverletzte;7;4;4;2;8;18;18;7;8;7;-;83;10;9;6;4;6;2;5;3;1;-;1;47;-;-;-;-;-;-;-;-;-;-;-;-;17;13;10;6;14;20;23;10;9;7;1;130
2010;Andere Fahrzeuge;außerorts (ohne Autobahnen);Insgesamt;9;5;5;3;9;22;25;13;16;13;-;120;12;9;6;4;7;2;9;5;5;6;1;66;-;-;-;-;-;-;-;-;-;-;-;-;21;14;11;7;16;24;34;18;21;19;1;186
2010;Andere Fahrzeuge;auf Autobahnen;Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;Andere Fahrzeuge;auf Autobahnen;Schwerverletzte;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
2010;Andere Fahrzeuge;auf Autobahnen;Leichtverletzte;-;-;1;-;1;2;-;1;-;-;-;5;1;-;-;-;1;-;1;1;1;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;2;1;2;1;-;-;10
2010;Andere Fahrzeuge;auf Autobahnen;Insgesamt;-;-;1;-;1;2;-;1;1;1;-;7;1;-;-;-;1;-;1;1;1;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;2;1;2;2;1;-;12
2010;Andere Fahrzeuge;Insgesamt;Getötete;-;-;-;-;-;1;2;1;1;2;-;7;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;3;-;8
2010;Andere Fahrzeuge;Insgesamt;Schwerverletzte;10;7;4;7;8;11;14;16;23;17;-;117;9;-;3;2;5;4;14;13;24;37;-;111;-;-;-;-;-;-;-;-;-;-;-;-;19;7;7;9;13;15;28;29;47;54;-;228
2010;Andere Fahrzeuge;Insgesamt;Leichtverletzte;48;14;18;29;75;130;148;72;67;61;3;665;68;26;37;28;76;75;99;69;90;80;5;653;-;-;-;-;-;-;-;-;-;-;8;8;116;40;55;57;151;205;247;141;157;141;16;1326
2010;Andere Fahrzeuge;Insgesamt;Insgesamt;58;21;22;36;83;142;164;89;91;80;3;789;77;26;40;30;81;79;113;82;114;118;5;765;-;-;-;-;-;-;-;-;-;-;8;8;135;47;62;66;164;221;277;171;205;198;16;1562
2010;Fußgänger;innerorts;Getötete;18;3;7;4;5;16;26;18;25;57;-;179;6;2;1;2;6;6;15;10;24;87;-;159;-;-;-;-;-;-;-;-;-;-;-;-;24;5;8;6;11;22;41;28;49;144;-;338
2010;Fußgänger;innerorts;Schwerverletzte;1096;150;154;149;257;257;310;292;303;365;3;3336;744;169;137;123;194;203;320;324;560;871;3;3648;-;-;-;-;-;-;-;-;-;-;2;2;1840;319;291;272;451;460;630;616;863;1236;8;6986
2010;Fußgänger;innerorts;Leichtverletzte;2990;492;575;682;1244;1233;1188;888;737;612;41;10682;2281;634;613;597;1040;959;1239;942;1058;1149;25;10537;-;-;-;-;-;-;-;-;-;-;39;39;5271;1126;1188;1279;2284;2192;2427;1830;1795;1761;105;21258
2010;Fußgänger;innerorts;Insgesamt;4104;645;736;835;1506;1506;1524;1198;1065;1034;44;14197;3031;805;751;722;1240;1168;1574;1276;1642;2107;28;14344;-;-;-;-;-;-;-;-;-;-;41;41;7135;1450;1487;1557;2746;2674;3098;2474;2707;3141;113;28582
2010;Fußgänger;außerorts (ohne Autobahnen);Getötete;3;3;4;15;12;6;14;5;13;8;-;83;1;1;2;1;1;3;4;4;8;4;-;29;-;-;-;-;-;-;-;-;-;-;-;-;4;4;6;16;13;9;18;9;21;12;-;112
2010;Fußgänger;außerorts (ohne Autobahnen);Schwerverletzte;36;28;29;35;43;35;32;27;20;18;-;303;28;14;15;8;9;20;21;17;26;18;-;176;-;-;-;-;-;-;-;-;-;-;-;-;64;42;44;43;52;55;53;44;46;36;-;479
2010;Fußgänger;außerorts (ohne Autobahnen);Leichtverletzte;57;29;50;55;79;87;84;46;43;9;4;543;41;32;25;19;40;32;45;34;29;15;-;312;-;-;-;-;-;-;-;-;-;-;6;6;98;61;75;74;119;119;129;80;72;24;10;861
2010;Fußgänger;außerorts (ohne Autobahnen);Insgesamt;96;60;83;105;134;128;130;78;76;35;4;929;70;47;42;28;50;55;70;55;63;37;-;517;-;-;-;-;-;-;-;-;-;-;6;6;166;107;125;133;184;183;200;133;139;72;10;1452
2010;Fußgänger;auf Autobahnen;Getötete;-;-;1;3;6;4;4;4;1;-;1;24;-;-;-;-;1;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;7;4;5;4;1;-;1;26
2010;Fußgänger;auf Autobahnen;Schwerverletzte;1;-;2;1;4;3;5;1;1;-;-;18;-;-;-;-;1;2;1;2;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;5;5;6;3;1;-;-;24
2010;Fußgänger;auf Autobahnen;Leichtverletzte;1;-;1;3;11;11;12;3;4;1;-;47;1;-;-;-;-;1;2;1;3;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;3;11;12;14;4;7;1;-;55
2010;Fußgänger;auf Autobahnen;Insgesamt;2;-;4;7;21;18;21;8;6;1;1;89;1;-;-;-;2;3;4;3;3;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;3;-;4;7;23;21;25;11;9;1;1;105
2010;Fußgänger;Insgesamt;Getötete;21;6;12;22;23;26;44;27;39;65;1;286;7;3;3;3;8;9;20;14;32;91;-;190;-;-;-;-;-;-;-;-;-;-;-;-;28;9;15;25;31;35;64;41;71;156;1;476
2010;Fußgänger;Insgesamt;Schwerverletzte;1133;178;185;185;304;295;347;320;324;383;3;3657;772;183;152;131;204;225;342;343;586;889;3;3830;-;-;-;-;-;-;-;-;-;-;2;2;1905;361;337;316;508;520;689;663;910;1272;8;7489
2010;Fußgänger;Insgesamt;Leichtverletzte;3048;521;626;740;1334;1331;1284;937;784;622;45;11272;2323;666;638;616;1080;992;1286;977;1090;1164;25;10857;-;-;-;-;-;-;-;-;-;-;45;45;5371;1187;1264;1356;2414;2323;2570;1914;1874;1786;115;22174
2010;Fußgänger;Insgesamt;Insgesamt;4202;705;823;947;1661;1652;1675;1284;1147;1070;49;15215;3102;852;793;750;1292;1226;1648;1334;1708;2144;28;14877;-;-;-;-;-;-;-;-;-;-;47;47;7304;1557;1616;1697;2953;2878;3323;2618;2855;3214;124;30139
2010;Andere Personen;innerorts;Getötete;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
2010;Andere Personen;innerorts;Schwerverletzte;6;-;4;3;3;8;14;9;4;3;-;54;9;4;3;2;2;1;2;2;5;16;-;46;-;-;-;-;-;-;-;-;-;-;-;-;15;4;7;5;5;9;16;11;9;19;-;100
2010;Andere Personen;innerorts;Leichtverletzte;31;9;10;13;34;42;47;19;15;11;4;235;29;13;9;16;38;18;22;15;24;37;3;224;-;-;-;-;-;-;-;-;-;-;1;1;60;22;19;29;72;60;69;34;39;48;8;460
2010;Andere Personen;innerorts;Insgesamt;37;10;14;16;37;50;62;28;19;14;4;291;38;17;12;18;40;19;24;17;29;53;3;270;-;-;-;-;-;-;-;-;-;-;1;1;75;27;26;34;77;69;86;45;48;67;8;562
2010;Andere Personen;außerorts (ohne Autobahnen);Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
2010;Andere Personen;außerorts (ohne Autobahnen);Schwerverletzte;3;3;-;2;1;1;4;1;-;-;-;15;3;2;-;-;1;1;2;-;2;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;6;5;-;2;2;2;6;1;2;-;-;26
2010;Andere Personen;außerorts (ohne Autobahnen);Leichtverletzte;5;2;1;2;2;5;10;3;-;-;-;30;6;1;4;3;8;3;6;2;3;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;11;3;5;5;10;8;16;5;3;-;-;66
2010;Andere Personen;außerorts (ohne Autobahnen);Insgesamt;8;5;1;4;3;6;14;4;-;-;-;45;9;3;4;3;10;5;8;2;5;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;17;8;5;7;13;11;22;6;5;-;-;94
2010;Andere Personen;auf Autobahnen;Getötete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
2010;Andere Personen;auf Autobahnen;Schwerverletzte;-;-;-;-;2;2;1;1;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;1;-;-;-;6
2010;Andere Personen;auf Autobahnen;Leichtverletzte;-;-;-;-;2;-;3;1;-;-;-;6;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;3;1;-;-;-;8
2010;Andere Personen;auf Autobahnen;Insgesamt;-;-;-;-;4;2;4;2;-;-;-;12;-;-;2;-;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;4;2;5;2;-;-;-;15
2010;Andere Personen;Insgesamt;Getötete;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;1;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;-;-;-;-;5
2010;Andere Personen;Insgesamt;Schwerverletzte;9;3;4;5;6;11;19;11;4;3;-;75;12;6;3;2;3;2;4;2;7;16;-;57;-;-;-;-;-;-;-;-;-;-;-;-;21;9;7;7;9;13;23;13;11;19;-;132
2010;Andere Personen;Insgesamt;Leichtverletzte;36;11;11;15;38;47;60;23;15;11;4;271;35;14;15;19;46;21;28;17;27;37;3;262;-;-;-;-;-;-;-;-;-;-;1;1;71;25;26;34;84;68;88;40;42;48;8;534
2010;Andere Personen;Insgesamt;Insgesamt;45;15;15;20;44;58;80;34;19;14;4;348;47;20;18;21;50;24;33;19;34;53;3;322;-;-;-;-;-;-;-;-;-;-;1;1;92;35;33;41;94;82;113;53;53;67;8;671
2010;Insgesamt;innerorts;Getötete;30;22;42;51;69;71;92;69;103;137;-;686;15;8;7;11;18;13;45;26;47;135;-;325;-;-;-;-;-;-;-;-;-;-;-;-;45;30;49;62;87;84;137;95;150;272;-;1011
2010;Insgesamt;innerorts;Schwerverletzte;2106;1345;1426;1434;2387;2663;3273;2124;1805;1369;12;19944;1333;698;843;814;1373;1349;1857;1441;1758;1839;8;13313;-;1;-;-;-;-;-;-;-;-;4;5;3439;2044;2269;2248;3760;4012;5130;3565;3563;3208;24;33262
2010;Insgesamt;innerorts;Leichtverletzte;10830;6954;8982;9430;17817;17334;17209;9803;6827;3717;176;109079;8197;4744;8309;8995;15871;14636;14998;8895;6651;4198;119;95613;2;-;-;1;1;1;1;-;-;1;170;177;19029;11698;17291;18426;33689;31971;32208;18698;13478;7916;465;204869
2010;Insgesamt;innerorts;Insgesamt;12966;8321;10450;10915;20273;20068;20574;11996;8735;5223;188;129709;9545;5450;9159;9820;17262;15998;16900;10362;8456;6172;127;109251;2;1;-;1;1;1;1;-;-;1;174;182;22513;13772;19609;20736;37536;36067;37475;22358;17191;11396;489;239142
2010;Insgesamt;außerorts (ohne Autobahnen);Getötete;24;42;165;208;272;198;272;164;158;142;-;1645;25;25;90;56;64;51;73;50;62;66;-;562;-;-;-;-;-;-;-;-;-;-;-;-;49;67;255;264;336;249;345;214;220;208;-;2207
2010;Insgesamt;außerorts (ohne Autobahnen);Schwerverletzte;449;714;1939;1779;2500;2316;2630;1476;1019;694;5;15521;416;433;1191;1009;1190;1198;1351;876;768;478;2;8912;-;-;-;-;1;-;-;-;-;-;-;1;865;1147;3130;2788;3691;3514;3981;2352;1787;1172;7;24434
2010;Insgesamt;außerorts (ohne Autobahnen);Leichtverletzte;1875;2135;6115;5258;7499;6988;6855;3702;2290;1299;16;44032;1942;1705;4946;4347;6020;5472;5460;2850;1939;986;8;35675;1;-;-;2;1;-;-;-;-;1;20;25;3818;3840;11061;9607;13520;12460;12315;6552;4229;2286;44;79732
2010;Insgesamt;außerorts (ohne Autobahnen);Insgesamt;2348;2891;8219;7245;10271;9502;9757;5342;3467;2135;21;61198;2383;2163;6227;5412;7274;6721;6884;3776;2769;1530;10;45149;1;-;-;2;2;-;-;-;-;1;20;26;4732;5054;14446;12659;17547;16223;16641;9118;6236;3666;51;106373
2010;Insgesamt;auf Autobahnen;Getötete;2;4;13;24;59;59;78;38;22;20;1;320;8;-;10;13;17;14;23;7;3;15;-;110;-;-;-;-;-;-;-;-;-;-;-;-;10;4;23;37;76;73;101;45;25;35;1;430
2010;Insgesamt;auf Autobahnen;Schwerverletzte;86;29;197;338;652;649;651;356;179;100;2;3239;87;35;168;202;317;261;239;156;131;89;-;1685;-;-;-;-;-;-;-;-;-;-;-;-;173;64;365;540;969;910;890;512;310;189;2;4924
2010;Insgesamt;auf Autobahnen;Leichtverletzte;558;186;949;1508;3161;2985;2476;1236;534;206;19;13818;643;216;944;1356;2276;1620;1493;860;516;198;5;10127;-;1;-;-;-;1;-;-;-;-;2;4;1201;403;1893;2864;5437;4606;3969;2096;1050;404;26;23949
2010;Insgesamt;auf Autobahnen;Insgesamt;646;219;1159;1870;3872;3693;3205;1630;735;326;22;17377;738;251;1122;1571;2610;1895;1755;1023;650;302;5;11922;-;1;-;-;-;1;-;-;-;-;2;4;1384;471;2281;3441;6482;5589;4960;2653;1385;628;29;29303
2010;Insgesamt;Insgesamt;Getötete;56;68;220;283;400;328;442;271;283;299;1;2651;48;33;107;80;99;78;141;83;112;216;-;997;-;-;-;-;-;-;-;-;-;-;-;-;104;101;327;363;499;406;583;354;395;515;1;3648
2010;Insgesamt;Insgesamt;Schwerverletzte;2641;2088;3562;3551;5539;5628;6554;3956;3003;2163;19;38704;1836;1166;2202;2025;2880;2808;3447;2473;2657;2406;10;23910;-;1;-;-;1;-;-;-;-;-;4;6;4477;3255;5764;5576;8420;8436;10001;6429;5660;4569;33;62620
2010;Insgesamt;Insgesamt;Leichtverletzte;13263;9275;16046;16196;28477;27307;26540;14741;9651;5222;211;166929;10782;6665;14199;14698;24167;21728;21951;12605;9106;5382;132;141415;3;1;-;3;2;2;1;-;-;2;192;206;24048;15941;30245;30897;52646;49037;48492;27346;18757;10606;535;308550
2010;Insgesamt;Insgesamt;Insgesamt;15960;11431;19828;20030;34416;33263;33536;18968;12937;7684;231;208284;12666;7864;16508;16803;27146;24614;25539;15161;11875;8004;142;166322;3;2;-;3;3;2;1;-;-;2;196;212;28629;19297;36336;36836;61565;57879;59076;34129;24812;15690;569;374818
2011;Kraftrad mit Versicherungskennzeichen;innerorts;Getötete;-;1;2;-;-;2;8;4;3;5;-;25;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;3;8;4;3;5;-;26
2011;Kraftrad mit Versicherungskennzeichen;innerorts;Schwerverletzte;17;454;164;142;243;283;385;263;174;62;-;2187;11;159;76;55;72;100;104;47;20;7;-;651;-;-;-;-;-;-;-;-;-;-;-;-;28;613;240;197;315;383;489;310;194;69;-;2838
2011;Kraftrad mit Versicherungskennzeichen;innerorts;Leichtverletzte;107;2485;1041;732;1144;1188;1375;752;446;176;9;9455;57;1006;485;357;407;412;436;170;57;16;2;3405;-;-;-;1;-;-;-;-;-;-;6;7;164;3491;1526;1090;1551;1600;1811;922;503;192;17;12867
2011;Kraftrad mit Versicherungskennzeichen;innerorts;Insgesamt;124;2940;1207;874;1387;1473;1768;1019;623;243;9;11667;68;1165;561;412;479;513;540;217;77;23;2;4057;-;-;-;1;-;-;-;-;-;-;6;7;192;4105;1768;1287;1866;1986;2308;1236;700;266;17;15731
